lat,lat
34.73950958251953,34.73951
34.789669036865234,34.78967
34.83982849121094,34.83983
34.889984130859375,34.889984
34.94014358520508,34.940144
34.990299224853516,34.9903
35.04045867919922,35.04046
35.090614318847656,35.090614
35.14077377319336,35.140774
35.1909294128418,35.19093
35.2410888671875,35.24109
35.29124450683594,35.291245
35.34140396118164,35.341404
35.391563415527344,35.391563
35.44171905517578,35.44172
35.491878509521484,35.49188
35.54203414916992,35.542034
35.592193603515625,35.592194
35.64234924316406,35.64235
35.692508697509766,35.69251
35.74266815185547,35.74267
35.792823791503906,35.792824
35.84298324584961,35.842983
35.89313888549805,35.89314
35.94329833984375,35.9433
35.99345397949219,35.993454
36.04361343383789,36.043613
36.09376907348633,36.09377
36.14392852783203,36.14393
36.19408416748047,36.194084
36.24424362182617,36.244244
36.294403076171875,36.294403
36.34455871582031,36.34456
36.394718170166016,36.39472
36.44487380981445,36.444874
36.495033264160156,36.495033
36.545188903808594,36.54519
36.5953483581543,36.59535
36.645503997802734,36.645504
36.69566345214844,36.695663
36.745819091796875,36.74582
36.79597854614258,36.79598
36.84613800048828,36.846138
36.89629364013672,36.896294
36.94645309448242,36.946453
36.99660873413086,36.99661
37.04676818847656,37.04677
37.096923828125,37.096924
37.1470832824707,37.147083
37.19723892211914,37.19724
37.247398376464844,37.2474
37.29755401611328,37.297554
37.347713470458984,37.347713
37.39787292480469,37.397873
37.448028564453125,37.44803
37.49818801879883,37.498188
37.548343658447266,37.548344
37.59850311279297,37.598503
37.648658752441406,37.64866
37.69881820678711,37.69882
37.74897384643555,37.748974
37.79913330078125,37.799133
37.84928894042969,37.84929
37.89944839477539,37.89945
37.949607849121094,37.949608
37.99976348876953,37.999763
38.049922943115234,38.049923
38.10007858276367,38.10008
38.150238037109375,38.150238
38.20039367675781,38.200394
38.250553131103516,38.250553
38.30071258544922,38.300713
38.350868225097656,38.35087
38.401023864746094,38.401024
38.4511833190918,38.451183
38.5013427734375,38.501343
38.55149841308594,38.5515
38.60165786743164,38.601658
38.65181350708008,38.651814
38.70197296142578,38.701973
38.75212860107422,38.75213
38.80228805541992,38.802288
38.852447509765625,38.852448
38.90260314941406,38.902603
38.9527587890625,38.95276
39.0029182434082,39.00292
39.053077697753906,39.053078
39.103233337402344,39.103233
39.15339279174805,39.153393
39.203548431396484,39.20355
39.25370788574219,39.253708
39.303863525390625,39.303864
39.35402297973633,39.354023
39.40418243408203,39.404182
39.45433807373047,39.454338
39.50449752807617,39.504498
39.55465316772461,39.554653
39.60481262207031,39.604813
39.65496826171875,39.65497
39.70512771606445,39.705128
39.755287170410156,39.755287
39.805442810058594,39.805443
39.85559844970703,39.8556
39.905757904052734,39.905758
39.95591735839844,39.955917
40.006072998046875,40.006073
40.05623245239258,40.056232
40.106388092041016,40.106388
40.15654754638672,40.156548
40.206703186035156,40.206703
40.25686264038086,40.256863
40.30702209472656,40.307022
40.357177734375,40.357178
40.40733337402344,40.407333
40.45749282836914,40.457493
40.507652282714844,40.507652
40.55780792236328,40.557808
40.607967376708984,40.607967
40.65812301635742,40.658123
40.708282470703125,40.708282
40.75843811035156,40.75844
40.808597564697266,40.808598
40.85875701904297,40.858757
40.908912658691406,40.908913
40.959068298339844,40.95907
41.00922775268555,41.009228
41.05938720703125,41.059387
41.10954284667969,41.109543
41.15970230102539,41.159702
41.20985794067383,41.209858
41.26001739501953,41.260017
41.31017303466797,41.310173
41.36033248901367,41.360332
41.410491943359375,41.410492
41.46064758300781,41.460648
41.51080322265625,41.510803
41.56096267700195,41.560963
41.611122131347656,41.611122
41.661277770996094,41.661278
41.7114372253418,41.711437
41.761592864990234,41.761593
41.81175231933594,41.811752
41.861907958984375,41.861908
41.91206741333008,41.912067
41.96222686767578,41.962227
42.01238250732422,42.012383
42.062538146972656,42.06254
42.11269760131836,42.112698
42.16285705566406,42.162857
42.2130126953125,42.213013
42.2631721496582,42.263172
42.31332778930664,42.313328
42.363487243652344,42.363487
42.41364288330078,42.413643
42.463802337646484,42.463802
42.51396179199219,42.51396
42.564117431640625,42.564117
42.61427688598633,42.614277
42.664432525634766,42.664433
42.71459197998047,42.714592
42.764747619628906,42.764748
42.81490707397461,42.814907
42.86506652832031,42.865067
42.91522216796875,42.915222
42.96537780761719,42.965378
43.01553726196289,43.015537
43.065696716308594,43.065697
43.11585235595703,43.115852
43.166011810302734,43.16601
43.21616744995117,43.216167
43.266326904296875,43.266327
43.31648254394531,43.316483
43.366641998291016,43.366642
43.41680145263672,43.4168
43.466957092285156,43.466957
43.517112731933594,43.517113
43.5672721862793,43.567272
43.617431640625,43.61743
43.66758728027344,43.667587
43.71774673461914,43.717747
43.76790237426758,43.767902
43.81806182861328,43.81806
43.86821746826172,43.868217
43.91837692260742,43.918377
43.968536376953125,43.968536
44.01869201660156,44.018692
44.06884765625,44.068848
44.1190071105957,44.119007
44.169166564941406,44.169167
44.219322204589844,44.219322
44.26948165893555,44.26948
44.319637298583984,44.319637
44.36979675292969,44.369797
44.419952392578125,44.419952
44.47011184692383,44.47011
44.52027130126953,44.52027
44.57042694091797,44.570427
44.620582580566406,44.620583
44.67074203491211,44.670742
44.72090148925781,44.7209
44.77105712890625,44.771057
44.82121658325195,44.821217
44.87137222290039,44.871372
44.921531677246094,44.92153
44.97168731689453,44.971687
45.021846771240234,45.021847
45.07200622558594,45.072006
45.122161865234375,45.12216
45.17232131958008,45.17232
45.222476959228516,45.222477
45.27263641357422,45.272636
45.322792053222656,45.322792
45.37295150756836,45.37295
45.42311096191406,45.42311
45.4732666015625,45.473267
45.52342224121094,45.523422
45.57358169555664,45.57358
45.623741149902344,45.62374
45.67389678955078,45.673897
45.724056243896484,45.724056
45.77421188354492,45.77421
45.824371337890625,45.82437
45.87452697753906,45.874527
45.924686431884766,45.924686
45.97484588623047,45.974846
46.025001525878906,46.025
